County ID,Recipe File No.
30009,48
37127,48
48257,48
30019,48
48121,48
33005,48
48059,48
12075,48
48131,48
48049,48
12065,48
33015,48
22023,48
04015,48
21231,48
04005,48
22033,48
21221,49
06099,49
19013,49
38063,49
06089,49
38073,49
19003,49
29045,49
08035,49
31089,49
55127,49
08025,49
29055,49
55137,49
31099,49
51015,49
51005,49
56043,49
51640,49
05095,49
40033,50
47075,50
05085,50
51650,50
47065,50
40023,50
51033,50
51023,50
47053,50
40015,50
40005,50
47043,50
20089,50
38045,50
19035,50
51510,50
20099,50
19025,50
38055,50
08013,50
29063,51
55079,51
55101,51
17099,51
55069,51
29073,51
46102,51
08003,51
17089,51
55111,51
48107,51
12053,51
48117,51
15005,51
12043,51
22005,51
21217,51
22015,51
04023,51
21207,51
21009,52
21171,52
42099,52
26137,52
21019,52
26127,52
42089,52
21161,52
37111,52
48261,52
37069,52
16019,52
48319,52
48271,52
37101,52
48309,52
16009,52
37079,52
28081,52
48203,52
37173,53
37163,53
28091,53
48213,53
26155,53
21113,53
21103,53
26145,53
25021,53
22067,53
22077,53
48165,53
02230,53
34007,53
12031,53
48175,53
12021,53
34017,53
02220,53
29001,53
17183,54
08071,54
29179,54
08109,54
08061,54
17193,54
29011,54
08119,54
29169,54
19057,54
20193,54
38027,54
20183,54
38037,54
19047,54
47149,54
40077,54
47031,54
47159,54
47021,54
40067,55
56017,55
51051,55
51041,55
56007,55
51139,55
17201,55
13055,55
13045,55
24045,55
05035,55
23003,55
40093,55
23013,55
05025,55
02063,55
20201,55
40083,55
27049,55
06039,55
01107,56
27131,56
20177,56
06029,56
27059,56
20167,56
27121,56
01117,56
31151,56
17167,56
08095,56
36117,56
31029,56
36107,56
08085,56
17177,56
31141,56
31039,56
48181,56
50025,56
48191,57
22083,57
41013,57
46055,57
22093,57
46045,57
41003,57
18033,57
39043,57
45059,57
45049,57
39053,57
18023,57
72049,57
28065,57
09015,57
53039,57
37197,57
54107,57
72131,57
37187,58
09005,58
53029,58
72059,58
28075,58
72121,58
48285,58
28007,58
72153,58
48295,58
28017,58
72143,58
39159,58
42105,58
18129,58
39021,58
21195,58
18051,58
42115,58
18139,58
39149,59
18041,59
39031,59
21185,59
46037,59
41071,59
41061,59
46027,59
31133,59
29087,59
13229,59
17105,59
17115,59
31123,59
29097,59
13239,59
20115,59
27153,59
27143,59
20105,59
05057,60
24027,60
24037,60
05047,60
48469,60
35001,60
13037,60
48479,60
13027,60
35011,60
48501,60
36041,60
17031,60
31007,60
13265,60
17149,60
31017,60
17021,60
36051,60
17159,60
13275,61
20159,61
01129,61
06017,61
20021,61
27067,61
01051,61
20149,61
01041,61
27077,61
20031,61
06007,61
47183,61
49057,61
48425,61
13103,61
49047,61
48435,61
13113,61
30087,61
28133,62
53017,62
72067,62
54051,62
30097,62
28123,62
54041,62
72077,62
53007,62
45077,62
42031,62
39115,62
18165,62
42021,62
45067,62
18175,62
39105,62
46103,62
55078,62
12099,62
12089,63
46019,63
46009,63
42053,63
45015,63
26085,63
18107,63
45005,63
42043,63
39167,63
18117,63
26095,63
28151,63
72005,63
28029,63
54033,63
53075,63
28141,63
53065,63
54023,63
72015,64
28039,64
13019,64
51181,64
49035,64
48447,64
13161,64
51191,64
13009,64
49025,64
48457,64
13171,64
47099,64
05101,64
24009,64
05079,64
05111,64
47089,64
05069,64
24019,64
27005,65
01033,65
19187,65
06075,65
20043,65
20053,65
06065,65
01023,65
19197,65
27015,65
17053,65
31065,65
36023,65
13207,65
10005,65
36033,65
31075,65
17043,65
13217,65
29135,65
31081,66
55057,66
29125,66
31091,66
55047,66
19163,66
06091,66
38103,66
06081,66
19173,66
51730,66
40143,66
47105,66
51720,66
47115,66
40153,66
51165,66
13185,66
51175,66
13195,66
16037,67
30001,67
48337,67
37047,67
37057,67
48327,67
30011,67
16027,67
26119,67
26061,67
21027,67
26109,67
21037,67
26071,67
21239,67
21229,67
48051,67
48129,67
12105,67
48041,67
48139,68
12115,68
34029,68
48033,68
48023,68
34039,68
22049,68
22121,68
22059,68
39089,68
21045,68
26003,68
18181,68
45083,68
39099,68
26013,68
21055,68
37025,68
16055,68
48355,68
30063,69
72083,69
30073,69
48345,69
16045,69
37035,69
72093,69
51683,69
51107,69
56039,69
29221,69
51117,69
56029,69
40059,69
47167,69
40121,69
40049,69
40131,69
47177,69
38009,69
19079,70
27083,70
19101,70
19069,70
44003,70
38019,70
19111,70
27093,70
29157,70
13281,70
55035,70
29147,70
55025,70
13291,70
19127,70
01093,70
19137,70
01083,70
29171,70
08101,70
36083,71
55013,71
29009,71
08079,71
36093,71
08111,71
29161,71
08069,71
29019,71
55003,71
29217,71
51121,71
51059,71
51131,71
29207,71
51049,71
47039,71
40107,71
47141,71
47029,71
47151,72
40117,72
26025,72
21063,72
21073,72
26035,72
30045,72
48373,72
16073,72
37003,72
54093,72
28089,72
37013,72
16063,72
48363,72
30055,72
28099,72
54083,72
48015,72
12039,72
48005,73
12029,73
22117,73
22107,73
48077,73
12123,73
48067,73
12133,73
37061,73
48311,73
30027,73
16011,73
37119,73
48269,73
16001,73
30037,73
48301,73
37071,73
48279,73
37109,73
21179,74
42091,74
21001,74
26047,74
42081,74
21169,74
26057,74
21011,74
02185,74
47123,74
02195,74
47133,74
51143,74
48485,74
51153,74
48495,74
29113,74
55109,74
17091,74
55071,74
17081,75
55119,75
29103,75
55061,75
20081,75
19145,75
19155,75
20091,75
20065,75
06053,75
01015,75
27023,75
27033,75
01005,75
06043,75
20075,75
36005,75
31043,75
17075,75
55095,75
13221,76
17065,76
31053,76
36015,76
13231,76
55085,76
49013,76
35009,76
48461,76
13147,76
35019,76
49003,76
48471,76
13157,76
05127,76
05137,76
45033,76
39029,76
42075,76
18059,76
39151,77
18121,77
42065,77
18049,77
39039,77
45023,77
18131,77
39141,77
37085,77
53053,77
54015,77
72023,77
37095,77
72033,77
54005,77
53043,77
48093,77
48083,77
41069,77
46125,77
46135,78
48189,78
48199,78
48397,78
72139,78
28115,78
54077,78
72041,78
53031,78
16087,78
48387,78
72129,78
28105,78
53021,78
72051,78
54067,78
42017,78
45051,78
18143,78
39133,78
21087,79
45041,79
42007,79
39123,79
21097,79
18153,79
05145,79
51790,79
20209,79
48403,79
13125,79
48413,79
13135,79
31021,79
29195,79
17017,79
36067,79
31159,79
13243,79
36077,79
17007,80
31031,80
29185,80
31149,80
13253,80
27139,80
01077,80
27041,80
20007,80
06031,80
02275,80
27129,80
06021,80
20017,80
27051,80
01067,80
39085,80
21131,80
21049,80
39095,80
21121,81
21059,81
48359,81
16059,81
37029,81
48221,81
37151,81
37039,81
02164,81
16049,81
48349,81
37141,81
48231,81
30107,81
12013,81
34025,81
48147,81
34035,81
12003,81
48157,81
46093,82
25003,82
22045,82
46083,82
22055,82
25013,82
19075,82
38005,82
51540,82
38015,82
19065,82
51550,82
55141,82
55039,82
29023,82
08053,82
08043,82
29033,82
55029,82
13093,82
56035,83
51073,83
13083,83
51063,83
56025,83
40055,83
47013,83
29510,83
47003,83
40045,83
47071,83
40037,83
05091,83
47109,83
72054,83
40027,83
47061,83
47119,83
05081,83
51169,83
51011,84
13189,84
51179,84
13199,84
51001,84
29139,84
55123,84
08031,84
29041,84
55133,84
29129,84
29051,84
08021,84
38067,84
19017,84
19007,84
38077,84
21235,84
22027,84
04011,84
21225,85
04001,85
22037,85
12071,85
33001,85
12109,85
48125,85
33011,85
12061,85
12119,85
48135,85
37133,85
48243,85
48253,85
37123,85
21153,85
26115,85
18097,85
18087,85
26105,85
21143,86
45019,86
39003,86
18073,86
42127,86
26089,86
18063,86
39013,86
45009,86
26099,86
28025,86
72009,86
28035,86
72019,86
53069,86
12095,86
12085,86
46015,86
41053,86
41043,86
46005,87
06101,87
20137,87
38083,87
27171,87
06079,87
27009,87
27161,87
20127,87
38093,87
06111,87
27019,87
06069,87
31069,87
17127,87
31111,87
31079,87
31101,87
17137,87
49039,87
13015,88
35023,88
35033,88
49029,88
13005,88
47095,88
05075,88
24005,88
47085,88
24015,88
05065,88
23021,88
05017,88
05007,88
23031,88
32007,88
13077,88
35041,88
48429,88
51097,88
35051,89
13067,89
32017,89
48439,89
51087,89
13311,89
17145,89
13269,89
31173,89
13301,89
13279,89
31163,89
17155,89
27113,89
19091,89
01125,89
20155,89
20145,89
19081,89
27103,89
41031,90
46077,90
46067,90
41021,90
50017,90
50007,90
72113,90
28047,90
02180,90
72103,90
28057,90
18011,90
39061,90
18169,90
39119,90
39071,90
18001,90
39109,90
18179,90
54103,90
28119,91
72135,91
09011,91
37193,91
28061,91
51735,91
28109,91
72125,91
28071,91
37183,91
09001,91
39047,91
18037,91
18027,91
39057,91
46051,91
41017,91
46129,91
22087,91
41007,91
46041,92
22097,92
48185,92
48195,92
50021,92
29199,92
08091,92
36113,92
31155,92
17163,92
29189,92
17173,92
31145,92
36103,92
08081,92
20173,92
01103,92
27135,92
27125,92
01113,92
20163,93
05149,93
40097,93
05031,93
23007,93
24041,93
40087,93
20205,93
23017,93
05021,93
13051,93
32021,93
13129,93
32031,93
51840,93
13139,93
35005,93
13033,93
48505,93
13023,93
35015,94
24023,94
05053,94
05043,94
24033,94
27157,94
20111,94
01019,94
20069,94
20101,94
27147,94
20079,94
01009,94
17079,94
36009,94
29083,94
31137,94
17101,94
55099,94
24510,94
36019,95
17069,95
55089,95
17111,95
29093,95
31127,95
46033,95
46023,95
41065,95
18055,95
42079,95
21191,95
39025,95
42101,95
21181,95
39035,95
18045,95
42069,95
42111,95
37089,95
28003,96
48281,96
54019,96
37099,96
72147,96
54009,96
28013,96
48291,96
02130,96
48265,96
37115,96
37105,96
48275,96
26133,96
21175,96
21165,96
26123,96
21213,96
22001,96
21203,96
22011,97
04027,97
12057,97
48103,97
12047,97
15001,97
48113,97
55105,97
29067,97
08017,97
55115,97
08007,97
29077,97
19031,97
38041,97
19149,97
38051,97
19021,97
19159,97
40011,97
47057,98
47047,98
40001,98
51037,98
48489,98
51027,98
48499,98
56013,98
56003,98
51045,98
47035,98
40073,98
51600,98
40063,98
47025,98
51610,98
38023,98
20197,98
19053,98
19043,98
38033,99
20187,99
08075,99
29005,99
17187,99
17197,99
29015,99
08065,99
34003,99
12035,99
48019,99
48161,99
48009,99
34013,99
48171,99
22063,99
25025,99
22073,99
21117,99
26151,99
26029,100
26141,100
21107,100
26039,100
30049,100
37177,100
48207,100
28085,100
30059,100
48217,100
28095,100
37167,100
12101,100
12079,100
48055,100
33009,100
12111,100
33019,100
12069,100
48045,100
04019,101
04009,101
21023,101
26065,101
26075,101
21033,101
02066,101
37043,101
16033,101
48333,101
30005,101
30015,101
48323,101
16023,101
37053,101
51019,101
13181,101
51161,101
13191,101
51009,101
51171,102
05099,102
47101,102
40147,102
47079,102
47111,102
05089,102
47069,102
06095,102
19167,102
19177,102
06085,102
08039,102
29049,102
55053,102
31085,102
29131,102
55043,102
29059,102
08029,102
31095,103
29121,103
13285,103
55031,103
29153,103
08123,103
55021,103
13295,103
29143,103
27087,103
19105,103
19115,103
27097,103
44007,103
40125,103
47163,103
47173,103
40135,103
51103,103
51113,103
29225,104
72087,104
48229,104
37159,104
16051,104
30067,104
48351,104
37021,104
37149,104
72097,104
48239,104
37031,104
48341,104
30077,104
16041,104
26007,104
21041,104
21139,104
21051,104
26017,104
45087,105
21129,105
22125,105
48037,105
48027,105
46107,105
41039,105
46117,105
41029,105
18161,105
39111,105
18019,105
42035,105
39069,105
45073,105
39101,105
18171,105
51036,105
45063,105
39079,105
18009,106
42025,106
72063,106
54055,106
53013,106
28137,106
30083,106
02198,106
53003,106
54045,106
72073,106
02188,106
28127,106
30093,106
13107,106
48421,106
35049,106
49053,106
13117,106
48431,106
49043,107
35059,107
47187,107
23029,107
27063,107
01055,107
06013,107
20025,107
19099,107
20035,107
06003,107
01045,107
27073,107
19089,107
13261,107
17035,107
13319,107
31003,107
36045,107
13271,107
36055,108
13309,108
31013,108
17025,108
31119,108
36027,108
17057,108
31061,108
13213,108
31109,108
31071,108
17047,108
10001,108
36037,108
06071,108
20047,108
27001,108
19183,108
01037,108
06109,108
19193,109
01027,109
27011,109
20057,109
06061,109
27169,109
05105,109
05115,109
13165,109
48443,109
49031,109
51185,109
13175,109
48453,109
49021,109
51195,109
53071,109
72001,109
54037,109
28155,109
54027,110
72011,110
53061,110
28145,110
39173,110
26081,110
18103,110
45011,110
42057,110
18113,110
26091,110
39163,110
42047,110
45001,110
48097,110
48087,110
54011,110
48289,110
72027,110
53057,110
37081,111
53047,111
48299,111
72037,111
54001,111
37091,111
28163,111
18125,111
42109,111
39155,111
42071,111
45037,111
21199,111
39145,111
18135,111
42119,111
21189,111
45027,111
42061,111
05123,111
05133,112
13143,112
48465,112
49017,112
13153,112
48475,112
49007,112
17109,112
55091,112
13225,112
31047,112
17071,112
36001,112
13235,112
55081,112
17119,112
36011,112
17061,112
31057,112
01011,112
27027,113
20061,113
06057,113
20119,113
06047,113
20071,113
27037,113
01001,113
20109,113
20003,113
06035,113
01073,113
27045,113
27055,113
01063,113
06025,113
20013,113
08099,113
13247,113
36063,113
31025,114
17013,114
13257,114
08089,114
17003,114
29181,114
31035,114
36073,114
13121,114
48407,114
13059,114
32029,114
13131,114
48417,114
13049,114
05039,114
05141,114
05029,114
21083,114
39137,114
18147,115
45055,115
42013,115
18157,115
21093,115
39127,115
42003,115
45045,115
53035,115
54073,115
28069,115
72045,115
28111,115
48393,115
28079,115
72055,115
54063,115
53025,115
09009,115
16083,115
28101,116
48383,116
46121,116
46059,116
46049,116
22113,116
22103,116
48169,116
48011,116
48179,116
48001,116
54097,116
37007,116
48377,116
30041,116
16077,116
54087,116
16067,116
30051,116
48367,116
37017,117
21067,117
26021,117
26159,117
26031,117
21077,117
26149,117
47145,117
40103,117
51770,117
40113,117
47155,117
51760,117
51125,117
29213,117
29203,117
51135,117
55017,117
08105,117
36087,117
29175,118
55007,118
29165,118
36097,118
08115,118
01097,118
19123,118
01087,118
19133,118
19141,118
20085,118
19039,118
38049,118
20095,118
19151,118
38059,118
19029,118
55075,118
29117,118
17095,118
55065,119
17085,119
29107,119
48481,119
51147,119
48491,119
51157,119
47127,119
40019,119
47137,119
40009,119
26043,119
21005,119
42095,119
21015,119
26053,119
42085,119
30023,119
48315,119
16015,119
37065,120
02050,120
37075,120
16005,120
48305,120
30033,120
12127,120
48073,120
48063,120
15009,120
22009,120
22019,120
51069,120
29227,120
13089,120
51111,120
51079,120
51101,120
13099,120
40137,120
47171,121
47009,121
47161,121
40127,121
47019,121
27095,121
19117,121
44005,121
19107,121
27085,121
29039,121
13297,121
55023,121
08049,121
29141,121
08059,121
55033,121
29029,121
13287,121
08121,121
29151,122
12009,122
48025,122
12019,122
48035,122
25019,122
22127,122
46089,122
25009,122
46099,122
26015,122
21053,122
35006,122
45085,122
21043,122
26005,122
72095,122
51685,122
02016,122
16043,122
30075,123
48343,123
37033,123
72085,123
37023,123
48353,123
30065,123
16053,123
37129,123
48259,123
37051,123
16021,123
48321,123
30017,123
48249,123
37139,123
30007,123
48331,123
16031,123
37041,123
21031,124
26077,124
21149,124
26067,124
21021,124
21159,124
12113,124
48047,124
12103,124
48057,124
55041,124
55139,124
31097,124
29123,124
55051,124
31087,124
29133,124
55129,124
06087,124
38105,124
19175,125
19165,125
06097,125
47113,125
40145,125
47103,125
13193,125
51173,125
13183,125
51163,125
48451,125
13177,125
35039,125
49023,125
51197,125
48441,125
13167,125
49033,125
51187,125
35029,125
05117,126
05107,126
06063,126
20055,126
27013,126
19191,126
01025,126
38099,126
19181,126
01035,126
27003,126
20045,126
06073,126
38089,126
13211,126
36035,126
10003,126
17045,126
31073,126
13201,126
31063,127
17055,127
36025,127
41049,127
41059,127
39161,127
26093,127
18111,127
39019,127
45003,127
18069,127
42045,127
18101,127
26083,127
39171,127
18079,127
42055,127
45013,127
39009,127
02090,127
53063,128
72013,128
54025,128
28147,128
54035,128
72003,128
53073,128
28157,128
72071,128
54047,128
53001,128
28125,128
30091,128
72109,128
53011,128
54057,128
72061,128
28135,128
72119,128
30081,128
18173,129
39103,129
42027,129
45061,129
39113,129
18163,129
45071,129
42037,129
08014,129
46115,129
46105,129
13273,129
31169,129
17027,129
31011,129
36057,129
13263,129
31179,129
36047,129
31001,129
17037,130
27071,130
01047,130
06001,130
20037,130
27109,130
20027,130
06011,130
01057,130
27061,130
27119,130
47185,130
48433,130
13115,130
49041,130
48423,130
13105,130
49051,130
02105,130
05143,130
48415,131
13133,131
48405,131
13123,131
36109,131
17179,131
13255,131
04012,131
36071,131
29183,131
31037,131
17001,131
13245,131
17169,131
36119,131
17011,131
31027,131
36061,131
20011,131
06027,131
01061,132
27057,132
20169,132
01119,132
27047,132
01071,132
06037,132
20001,132
01109,132
20179,132
46123,132
37189,132
53027,132
54061,132
72057,132
28103,132
48381,132
16081,132
72047,132
54071,132
53037,133
37199,133
54109,133
28113,133
48391,133
21091,133
39125,133
18155,133
45047,133
42001,133
18145,133
21081,133
39135,133
42011,133
45057,133
18137,133
39147,133
42063,133
45025,133
39157,133
18127,134
45035,134
42073,134
54003,134
28019,134
72035,134
53045,134
28161,134
37093,134
53055,134
28009,134
72025,134
54013,134
37083,134
48085,134
48095,134
46029,134
46039,134
01003,134
27035,134
20073,135
06045,135
06055,135
20063,135
27025,135
01013,135
55083,135
13237,135
29099,135
31055,135
17063,135
36013,135
13227,135
29089,135
55093,135
36003,135
17073,135
31045,135
48477,135
13151,135
49005,136
13029,136
48467,136
13141,136
49015,136
13039,136
24039,136
05049,136
05131,136
05059,136
24029,136
05121,136
51678,136
47135,136
51700,136
47125,136
51710,136
48493,136
51155,136
48483,136
51145,137
55067,137
29105,137
17087,137
55077,137
17097,137
29115,137
19153,137
20097,137
20087,137
19143,137
21209,137
21219,137
48119,137
48061,137
12125,137
48109,137
48071,137
30031,137
48307,137
16007,138
37077,138
37067,138
16017,138
48317,138
30021,138
26051,138
21017,138
26129,138
42087,138
21007,138
26041,138
42097,138
26139,138
21075,138
26033,138
26023,138
21065,138
54085,138
37015,138
48365,139
30053,139
16065,139
54095,139
02020,139
16075,139
30043,139
48375,139
37005,139
02158,139
48003,139
